game,tanggal_rilis,pengembang,genres,penjualan_dalam_juta,harga_asli_dalam_usd,harga_diskon_dalam_usd,win_support,mac_support,lin_support,nama_depan,nama_belakang,nickname_game,total_hadiah_dalam_usd,asal_negara,benua
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jong Yeol,Park,Saebyeolbe,176385.68,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Gyu,Kim,Mano,168959.28,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Hye Sung,Kim,Libero,167420.62,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Choong Hui,Lee,Stitch,164396.18,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Hyeon,Bang,JJoNak,163336.4,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Seon Chang,Lee,ANS,159911.85,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae-seong,Jeong,ANAMO,159757.11,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Eun,Lee,Hooreg,157907.63,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Ho,Park,Architect,157289.9,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jin Mo,Yang,tobi,157268.25,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyeon Woo,Choi,JJANU,156207.98,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyo Jong,Kim,Haksal,151472.42,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae Hong,Kim,Mek0,149547.3,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Do Hyun,Kim,pine,138012.28,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Min-hyuk,Choi,Michelle,131615.34,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Sang Beom,Park,BUMPER,128681.89,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Yeon Joon,Hong,ArK,113666.44,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Seo,Hwang,Marve1,111871.29,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jun Woo,Kang,Void,110435.01,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Min,Park,ILLICIT,108240.14,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Soo,Seo,SeoMinSoo,107535.84,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Eon,Kim,Fits,104737.26,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jun Geun,Kim,Rapel,104074.27,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Seong,Bae,diem,94244.74,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Yeon Kwan,Jeong,Nenne,91413.27,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Hyeok,Lee,Carpe,91158.55,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Young Wan,Kim,Creative,90485.05,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jang Hyeon,Hwang,TiZi,88443.76,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Joong Hwa,Song,janus,86293.32,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Byeong Seon,Kim,Fleta,86277.6,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Je Hong,Ryu,Ryujehong,85804.45,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Yeon Oh,Hwang,Fl0w3R,83235.77,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Chul,Kim,Izayaki,82630.1,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Su Min,Kim,SADO,82032.82,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Seong Hyeon,Yang,Luffy,81363.59,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Seok,Kwon,AimGod,78260.01,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Chang Hoon,Gye,r0ar,78144.21,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Gui Un,Jang,Decay,77756.89,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Seung Joon,Lee,Whoru,75756.09,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jin Hyeok,Yang,DDing,74902.37,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Gon,Lee,LeeJaeGon,74175.89,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Kyung Ho,Kim,Alarm,73478.37,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Joon Hyuk,Kim,zunba,72886.36,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Se Yeon,Kim,Geguri,70298.68,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Hong Joon,Choi,HOTBA,68984.11,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Da Un,Jeong,NoSmite,67246.48,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Joon,Jeong,Erster,66165.46,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Hee Su,Jeong,Heesu,64783.08,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Ho Jin,Park,IDK,61950.86,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Ji Won,Seo,Stand1,61459.02,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Pan Seung,Koo,FaTe,55538.23,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyeon Woo,Jo,HagoPeun,54290.66,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Eui Seok,Lee,Fearless,54215.94,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Byung Ho,Lee,Panker,54037.27,"Korea, Republic of",Asia
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Kyeon Bo,Kim,GodsB,53293.7,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Choo,Cho,Maru,886795.83,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Byung Ryul,Lee,Rogue,883148.24,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Ryung Woo,Park,Dark,794627.39,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Shin Hyung,Lee,INnoVation,762437.0,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae Yang,Jun,TY,673162.61,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Dae Yeob,Kim,Stats,631829.71,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Yoo Jin,Kim,sOs,628026.1,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Yoon Su,Eu,soO,616412.36,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Wook,Joo,Zest,558114.07,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Chul,Jang,MC,509771.79,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Doh Woo,Kim,Classic,479324.03,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Seung Hyun,Lee,Life,475900.67,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Hoon,Choi,Polt,451943.24,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Lee Sak,Won,PartinG,427239.54,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Woo,Byun,Byun,415145.07,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Won,Moon,MMA,407169.17,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Jong Hyun,Jung,Mvp,404994.83,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Soo,Kang,Solar,363307.59,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Joon Ho,Kim,herO,341093.28,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Young Suh,Yoon,TaeJa,303679.63,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Soo Ho,Park,DongRaeGu,289675.08,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Nyung,Lee,Leenock,288257.14,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Duk,Lim,NesTea,288225.07,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Ho,Cho,Trap,280334.78,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Ji Sung,Choi,Bomber,265914.84,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyeon Deok,Song,HerO,261892.87,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Jun,Baek,Dear,243027.72,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Yoon Jong,Jung,Rain,236690.51,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Seok Hyun,Ko,HyuN,233783.91,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Byung Jae,Koh,GuMiho,227008.15,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Dong,Lee,Jaedong,224833.53,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Jung Hoon,Lee,MarineKing,212397.14,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Lee Seok,Han,aLive,204079.55,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae Su,Bang,TRUE,189776.99,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Hwan,Kim,viOLet,183568.96,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Ji Hyun,Jo,Patience,155836.32,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Chul,Kim,Soulkey,153116.49,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Doh Wook,Kim,Cure,149003.23,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Won,Shin,Hydra,147459.89,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Ji Soo,Park,fOrGG,147378.95,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Ho Joon,Lee,PuMa,143862.24,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Woo,Jang,Creator,141938.84,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Hoon Jung,Ji,Jjakji,133917.25,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Ji Won,Han,ByuL,114416.73,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Kang Ho,Hwang,LosirA,114305.31,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Seok Hee,Son,StarDust,111579.95,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Cho-Won,Kang,san,109440.09,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Won,Kim,Ryung,108009.18,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Joong Hyuk,Cho,Dream,103798.04,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Won Ki,Kim,FruitDealer,102860.5,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Joon Hyuk,Kim,Impact,97741.11,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Ki Woong,Nam,Hurricane,96034.27,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Joon Sik,Yang,Alicia,94907.1,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Dong Hyun,Kang,Symbol,94856.43,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Hee Bum,Shin,RagnaroK,93903.11,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Kyo Seok,Hwang,KeeN,93866.46,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Soo,Jung,Genius,93775.14,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Woo,Park,Squirtle,92282.22,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Young Ho,Lee,Flash,90152.64,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Woo,Kang,First,89725.4,"Korea, Republic of",Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Byung Hyun,Choi,YoDa,84119.07,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Won Ho,Jeong,KyoCha,464560.82,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jung Hyeog,Lee,sake,462790.78,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Won,Lee,Rich,427923.28,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jin Woo,Im,Reset,360093.52,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Woon Sung,Kang,Ttsst,353715.98,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Seung Chul,Kim,sCsC,239311.62,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Ji Hoon,Yoon,Sign,211104.46,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jeong Ha,Lee,Jeongha,200447.42,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae Jun,Lee,merryday,184790.78,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Do Joon,Chae,Noblesse,164811.62,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Hun,Jin,Lockdown,156959.11,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Seung Won,Kim,Swoy,151828.25,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jin Su,Park,NachoJin,146932.17,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae Hoon,Kwon,Sniper,128659.74,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Yeong Hwan,Jing,Hide,123398.02,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Ju Dam,Park,dami,109714.8,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Ki Soo,Han,CrazymoviNG,93131.84,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jun,Jang,Jun,92591.2,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jong Hoon,Park,Hooligan,92397.81,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Dae Hyung,Lee,Hongcono,89214.8,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Hyun,Park,JaeHyun,85836.53,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Tae,Kim,SDE,84500.0,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jin Hwan,Kim,Magi,79790.68,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Hyun,Moon,Good,70434.23,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Kyung Deok,Kim,duckdeok,63405.8,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae Seok,Oh,taeseok,57792.0,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Seong Min,Min,Darvish,55970.05,"Korea, Republic of",Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Yeop,Jeong,Frankle,50572.68,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Jeong Yeong,Bak,Loki,703953.94,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Jeong Wan,Go,ESTH3R,610486.16,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Seung Hoon,Cha,Pio,591248.41,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Tae Min,Kang,Taemin,585598.46,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,In Jae,Kim,EscA,153763.01,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Jang Hwan,Seong,seongjang,141342.32,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Do-hoon,Seol,indigo,136120.04,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Su Yong,Jeong,kAyle,135217.79,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Min Ki,Kim,Chelator,127042.27,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Young Hoon,Shim,Simsn,125722.18,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Jong Ho,Lee,Starlord,104576.9,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Menteul,102114.43,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Rak Gwon,Chung,Hulk,101243.57,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Do-hyun,Kim,Daengchae,100930.84,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Hwan,Jang,Hwan2da,98090.7,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,BBABBO,75125.32,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Jae Hyun,Han,SexyPIG,74885.91,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Kyung Chul,Oh,style,70101.26,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Bo Hyun,Kim,YaKK,67744.43,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Do-gyeong,Kim,DoYa,67687.33,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,DG98,64255.11,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Woo,Yoon,yoonroot,59165.88,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Gil Do,Lee,Temeria,56496.7,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Seung Sun,Lee,shadow,50137.37,"Korea, Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Makne,48503.23,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chang Hoon,Shin,JJak,122650.01,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Ho Yeon,Lee,Rush,117894.7,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Do Yeop,Kim,HAK,111710.36,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Sun Woo,Kim,Sun,111582.45,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyung Min,Kim,Chaser,71604.67,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Core,35049.38,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyo Jong,Kim,horror,31489.38,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,JY,31489.38,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,YK,29676.0,"Korea, Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Sweet,28816.0,"Korea, Republic of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Jung Soo,Kim,Surrender,316781.57,"Korea, Republic of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Jae,Jang,Dawn,135189.54,"Korea, Republic of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Cheon Su,Kim,Che0nsu,133715.0,"Korea, Republic of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Il Mook,Kang,handsomeguy,97479.0,"Korea, Republic of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Baek,Hak Jun,Kranich,66835.51,"Korea, Republic of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Hyun Soo,Cho,Flurry,66730.8,"Korea, Republic of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Sang Hyeon,Baek,DDaHyoNi,58436.0,"Korea, Republic of",Asia
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Artem,Barshack,fng,591271.39,"Belarus, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Artur,Kurshin,7ssk7,188358.03,"Belarus, Republic of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Hau Hsuan,Hung,Karsa,538926.12,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Shuo Jie,Hu,SwordArt,337163.36,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Bo Wei,Cheng,bebe,286115.32,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Yi Tang,Huang,Maple,240437.63,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,June Tsan,Wang,Stanley,225522.01,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Kuan Po,Sung,Lilballz,217429.72,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Hui Chung,Chen,MiSTakE,216539.83,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Yu Hung,Lu,Betty,177478.08,Taiwan,Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Yu Feng,Ke,Has,148558.05,Taiwan,Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Chia Cheng,Yang,Sen,141662.54,Taiwan,Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Yu Yen,Su,GoDDog,65965.06,Taiwan,Asia
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Chun Yu,Wu,Alphaluna,53541.0,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chun Sheng,Chang,Neil,125644.94,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chou,Chung,Yuzon,115644.94,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Ting Jui,Chen,Winds,113262.7,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Nsu Yu,Lin,Star,110644.94,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chien Ting,Chen,Benny,110644.94,Taiwan,Asia
