game,tanggal_rilis,pengembang,genres,penjualan_dalam_juta,harga_asli_dalam_usd,harga_diskon_dalam_usd,win_support,mac_support,lin_support,nama_depan,nama_belakang,nickname_game,total_hadiah_dalam_usd,asal_negara,benua
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Chichi,42482.43,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Genji,42482.43,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Hanzo,42482.43,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Liang,42482.43,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Sirenia,42482.43,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Hsing Cheng,Lu,Heroes,38892.33,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chi Kang,Chuang,XiXi,33892.33,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Sung Lin,Hsieh,Wayn,33892.33,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Lulala,33333.33,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Yu-Yan,Su,GaDuo,26666.67,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Tseng-Yung,Chun,Kato,26666.67,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,En Hao,Chen,Gua,26666.67,Taiwan,Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Rain,26645.0,Taiwan,Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Wei Lin,Chen,tom60229,442877.87,Taiwan,Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Shengyuan,Luo,Roger,96719.1,Taiwan,Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Tsu Lin,Tsao,SamuelTsao,89250.0,Taiwan,Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Zong Chang,Wu,BloodTrail,86250.0,Taiwan,Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Luka,Perković,PerkZ,471280.47,"Croatia, Republic of",Europe
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Ivan,Koturić,Sportbilly,72193.01,"Croatia, Republic of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Kurtis Wai Kin,Lau,Toyz,224722.01,"Hong Kong, Special Administrative Region of China",Asia
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Nate,Kou,Kreo,1200043.07,"Hong Kong, Special Administrative Region of China",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Tsz Kin,Lo,kin0531,81932.0,"Hong Kong, Special Administrative Region of China",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Jason,Chan,Amaz,62704.15,"Hong Kong, Special Administrative Region of China",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Chun Pong,Ng,Yulsic,54812.0,"Hong Kong, Special Administrative Region of China",Asia
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Mihael,Mehle,Mikyx,220292.5,"Slovenia, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Tai,Starčič,TaySon,200130.0,"Slovenia, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Blaž,Lešnik,K1nzell,167697.53,"Slovenia, Republic of",Europe
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Matic,Mikec,Zarmony,75978.57,"Slovenia, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,David,Wang,Aqua,1923774.23,"Austria, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Klaus,Konstanzer,stompy,492271.94,"Austria, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Thomas,Hörak,Tschiiinken,326176.94,"Austria, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Thiago,Lapp,kinG,1021000.0,"Argentina, Argentine Republic",South America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Francisco,Leimontas,PNC,82409.24,"Argentina, Argentine Republic",South America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Facu,Pruzzo,Nalguidan,70750.0,"Argentina, Argentine Republic",South America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Duong,Huynh,Kinstaar,414258.4,"Switzerland, Swiss Confederation",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Pierre,Mesey,Vato,285707.09,"Switzerland, Swiss Confederation",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Karim,Benghalia,Aïrwaks,176598.27,"Switzerland, Swiss Confederation",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Domeniks,Bunts,Domentos,269887.84,"Latvia, Republic of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Zygimantas,Navickas,Redrush,139936.26,"Lithuania, Republic of",Europe
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Laurynas,Rudys,Gaxy,94926.51,"Lithuania, Republic of",Europe
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Sean,Henderson,ta1yo,164025.25,Japan,Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Sato,Kenta,glory,238550.0,Japan,Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Wataru,Ishibashi,posesi,84196.0,Japan,Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Yashima,Nozomi,Alutemu,76675.0,Japan,Asia
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Juan Carlos,Lopez,SpeCial,377144.16,"Mexico, United Mexican States",North America
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Riccardo,Romiti,Reynor,298622.85,"Italy, Italian Republic",Europe
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Simone,Liguori,Leta,49300.0,"Italy, Italian Republic",Europe
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Justin,McNally,MiracU,133114.01,Ireland,Europe
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Keiron,Prescott,Scoom,126204.51,Gibraltar,Europe
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Daniel,Hernandez,Sharpshothd,77092.86,"Cuba, Republic of",North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Hữu Đoàn,Nguyễn,Leviz,58725.83,"Vietnam, Socialist Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Xuân Bách,Trần,XB,152734.63,"Vietnam, Socialist Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Quang Hiệp,Trần,ProE,143598.03,"Vietnam, Socialist Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Đức Chiến,Trần,ADC,133380.96,"Vietnam, Socialist Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Hồng Quân,Phạm,Gau,131670.38,"Vietnam, Socialist Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Tiến Đạt,Đinh,ĐạtKòiii,122860.21,"Vietnam, Socialist Republic of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,PS Man,34811.67,"Vietnam, Socialist Republic of",Asia
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Katanyu,Chinsorranan,DUCKMANZ,47602.61,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Sanpett,Marat,FirstOne,135749.99,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Sorawichaya,Mahavanakul,Isilindilz,131425.77,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Vatcharanan,Thaworn,Summer,122693.28,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Nutalomlok,118657.27,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chayut,Suebka,007x,98723.19,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Parit,Pornrattanapitak,Difoxn,90798.66,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Eikapong,Korhonen,Tony,86881.37,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Siwa,Noomai,JOMWick,74492.23,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Metasit,Leelapipatkul,Moowan,61228.35,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Satittirat,Chetnarong,Overfly,58200.95,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Sorachat,Janechaijitravanit,Getsrch,57378.78,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,BLUENOPING,56270.18,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Kawee,Wachiraphas,MeMarkz,55685.67,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Pakinai,Srivijarn,kSsA,54159.21,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Sorawat,Boonphrom,Moss,54156.23,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Piyapong,Proathaisong,Taoz,52118.54,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Patara,Bhatarabhirom,Cherie,51203.24,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Nutdanai,Rungruang,MrSunz,47549.95,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Munez,46641.1,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Pasu,Yensabai,Erez,46258.63,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Methus,Meechom,Nt,45995.54,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Sirichai,Sukpan,ReMix,44916.44,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Pakkapon,Saethong,IpodPro,44591.96,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Denchai,Eampaojeen,JameCo,41144.36,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Aum,Chatchanapong,Happy,40376.87,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chanapol,Siri,Sky,28083.35,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Chattrakarn,Parichatkun,Erl2oR,27074.4,"Thailand, Kingdom of",Asia
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Komklit,Wongsawat,O7T-V1,25941.03,"Thailand, Kingdom of",Asia
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Chris,Tsakopoulos,Fenomeno,94073.0,"Greece, Hellenic Republic",Europe
